,headline,snippet,pub_date,url
170,Why Car Repairs Have Become So Expensive,"More technology and creature comforts, as well as a parade of new electric vehicles, have complicated the job after accidents.",2023-07-03T09:01:24+0000,https://www.nytimes.com/2023/07/03/business/car-repairs-electric-vehicles.html
171,"Elon Musk to Workers: Spend 40 Hours in the Office, or Else","In emails to workers at SpaceX and Tesla, Mr. Musk said they were required to spend a minimum of 40 hours a week in the office.",2022-06-01T16:01:17+0000,https://www.nytimes.com/2022/06/01/technology/elon-musk-tesla-spacex-office.html
172,Lithium Scarcity Pushes Carmakers Into the Mining Business,"Ford, General Motors and others are striking deals with mining companies to avoid raw material shortages that could thwart their electric vehicle ambitions.",2023-07-02T09:01:28+0000,https://www.nytimes.com/2023/07/02/business/lithium-mining-automakers-electric-vehicles.html
173,Judge refuses to strike down Elon Musk’s settlement with the S.E.C. over his Twitter posts.,Mr. Musk had challenged an agreement he reached with securities regulators after he claimed that he had the funding to take Tesla private.,2022-04-27T19:16:57+0000,https://www.nytimes.com/2022/04/27/technology/musk-twitter-sec.html
174,How Will Elon Musk Pay for Twitter?,"Musk plans to buy Twitter with a mix of cash and debt, split into these three parts.",2022-04-26T20:20:02+0000,https://www.nytimes.com/interactive/2022/04/26/business/musk-twitter-financing-burst.html
175,Lucid Motors sticks to its production target despite a slow quarter.,The Tesla challenger said it continued to have problems finding needed parts.,2022-05-05T21:44:43+0000,https://www.nytimes.com/2022/05/05/business/lucid-motors-earnings-electric-vehicles.html
176,Mercedes-Benz Plans to Build U.S. Electric Car Charging Network,"The network could help increase the low number of charging stations, encouraging more people to buy electric vehicles.",2023-01-05T20:17:57+0000,https://www.nytimes.com/2023/01/05/business/mercedes-benz-electric-vehicle-chargers.html
177,Musk’s Twitter bid appeared to include a recurring reference to marijuana.,The Tesla chief executive has a history of incorporating a cannabis term into business decisions.,2022-04-14T20:57:57+0000,https://www.nytimes.com/2022/04/14/business/elon-musk-420-twitter-filing.html
178,Carmakers Are Pushing Autonomous Tech. This Engineer Wants Limits.,"Missy Cummings, who spent more than a year at the federal auto safety agency, said that drivers were putting too much trust in systems like Tesla’s Autopilot and that regulators needed to restrict their use.",2023-02-15T10:00:35+0000,https://www.nytimes.com/2023/02/15/business/missy-cummings-tesla-autopilot.html
179,Elon Musk Keeps Silent After Twitter Users Say He Should Quit as Boss,"Mr. Musk had surveyed Twitter about whether he should remain in charge, and had said he would abide by the result.",2022-12-19T11:06:40+0000,https://www.nytimes.com/2022/12/19/business/elon-musk-quit-twitter.html
180,‘I Don’t Really Have a Business Plan’: How Elon Musk Wings It,"To a degree unseen in any other mogul, the world’s richest man acts on impulse and the belief that he is absolutely right.",2022-05-03T07:00:21+0000,https://www.nytimes.com/2022/05/03/technology/elon-musk-twitter-plan.html
181,U.S. Electric Car Sales Climb Sharply Despite Shortages,"A scarcity of semiconductors and raw materials held back production, but buyers remain enthusiastic.",2022-07-14T09:00:18+0000,https://www.nytimes.com/2022/07/14/business/electric-car-sales.html
182,Elon Musk Races to Secure Financing for Twitter Bid,"The world’s richest man is trying to shore up debt financing, including potentially taking out a loan against his shares of Tesla, so he can buy Twitter for $43 billion.",2022-04-19T22:19:18+0000,https://www.nytimes.com/2022/04/19/technology/elon-musk-twitter.html
183,"Musk Says He Has the Means to Buy Twitter, but Investors Aren’t So Sure","Elon Musk could pledge his Tesla shares, borrow from banks or team up with private equity to raise the funds. Each option comes with caveats.",2022-04-14T22:06:11+0000,https://www.nytimes.com/2022/04/14/business/elon-musk-twitter-financing.html
184,How Long Can the Hot Job Market Continue?,The Federal Reserve’s efforts to slow inflation might hit hiring as well.,2022-05-06T13:09:10+0000,https://www.nytimes.com/2022/05/06/business/dealbook/jobs-tesla-diversity.html
185,Elon Musk Says He Will Resign as Twitter C.E.O. When He Finds Successor,"Mr. Musk, who asked his Twitter followers on Sunday if he should step down as head of the service, will remain the company’s owner.",2022-12-21T02:14:49+0000,https://www.nytimes.com/2022/12/20/technology/elon-musk-twitter-resign.html
186,"S.E.C., in letter to Elon Musk, says it is scrutinizing his Twitter share purchases.",The regulator questioned whether the Tesla chief executive had disclosed his stake at the right time.,2022-05-27T16:03:33+0000,https://www.nytimes.com/2022/05/27/technology/sec-elon-musk-twitter.html
187,Can Elon Musk Make Twitter’s Numbers Work?,"Financially speaking, the billionaire’s buyout of the social media network breaks all the usual rules.",2022-04-30T14:41:39+0000,https://www.nytimes.com/2022/04/30/business/elon-musk-twitter.html
188,Meet the Reclusive Software Billionaire Attacking Elon Musk,"Dan O’Dowd, a software entrepreneur in California, is running for Senate on a single-issue platform: Tesla’s self-driving software.",2022-05-27T22:41:59+0000,https://www.nytimes.com/2022/05/27/us/politics/california-senate-candidate-odowd-musk.html
189,"Angela Chao Was Intoxicated When She Died in Car Wreck, Police Report Shows","The Blanco County Sheriff’s Office in Texas called the Feb. 10 episode, in which the shipping executive drove her Tesla into a pond at a family ranch, an “unfortunate accident.”",2024-03-20T21:35:08+0000,https://www.nytimes.com/2024/03/20/us/angela-chao-car-crash.html
190,Elon Musk becomes Twitter’s largest shareholder.,"The Tesla chief executive, who has been critical of Twitter’s content moderation policies, has bought 9.2 percent of the social media company.",2022-04-04T11:59:43+0000,https://www.nytimes.com/2022/04/04/technology/elon-musk-twitter.html
191,"Lucid Motors slashes production forecast, blaming supply chain chaos.",The maker of luxury electric cars that hopes to challenge Tesla struggled to get parts and build vehicles in the second quarter.,2022-08-03T20:36:55+0000,https://www.nytimes.com/2022/08/03/business/lucid-motors-production-second-quarter.html
192,How Elon Musk Helped Lift the Ceiling on C.E.O. Pay,The gap with workers widened even further as public companies granted top executives rich pay packages partly inspired by Tesla.,2022-06-25T09:00:21+0000,https://www.nytimes.com/2022/06/25/business/highest-paid-ceos-elon-musk.html
193,Elon Musk’s Next Target,The billionaire railed against E.S.G. after Tesla was dropped from a popular index.,2022-05-19T12:34:48+0000,https://www.nytimes.com/2022/05/19/business/dealbook/elon-musk-tesla-esg.html
194,"Musk Says His Twitter Takeover Is ‘On Hold,’ Then Says He’s ‘Still Committed’",Mr. Musk said he wanted to confirm Twitter’s findings that spam and fake accounts make up less than 5 percent of its users.,2022-05-13T10:17:30+0000,https://www.nytimes.com/2022/05/13/technology/elon-musk-says-his-takeover-of-twitter-is-on-hold.html
195,By the Numbers: Electric Vehicle Minerals,There's a dirty side to creating clean cars.,2022-08-30T09:00:02+0000,https://www.nytimes.com/interactive/2022/08/30/business/nickel-mine-united-states-electric-cars.html
196,Elon Musk details his plan to pay for a $46.5 billion takeover of Twitter.,Mr. Musk has been building a stake in the social media company and last week made an unsolicited offer to acquire it outright.,2022-04-21T14:10:58+0000,https://www.nytimes.com/2022/04/21/business/elon-musk-twitter-funding.html
197,What Does X Mean to Elon Musk?,"The letter X has had significance in the billionaire’s life, from his early days as an entrepreneur to his personal life and now to his pursuit of Twitter.",2022-10-06T19:05:18+0000,https://www.nytimes.com/2022/10/06/technology/elon-musk-x.html
198,Elon Musk says a lower price for Twitter is ‘not out of the question.’,"Mr. Musk has been creating confusion around whether the Twitter deal will close, causing the social media company’s share price to fall.",2022-05-16T21:22:20+0000,https://www.nytimes.com/2022/05/16/technology/elon-musk-twitter-price.html
199,"Electric Cars Too Costly for Many, Even With Aid in Climate Bill","Battery-powered vehicles are considered essential to the fight against climate change, but most models are aimed at the affluent.",2022-08-08T16:20:31+0000,https://www.nytimes.com/2022/08/08/business/energy-environment/electric-vehicles-climate-bill.html
200,"Your Car Is Tracking You. Abusive Partners May Be, Too.","Apps that remotely track and control cars are being weaponized by abusive partners. Car manufacturers have been slow to respond, according to victims and experts.",2023-12-31T08:00:24+0000,https://www.nytimes.com/2023/12/31/technology/car-trackers-gps-abuse.html
201,Davos Worries About a ‘Polycrisis’,So many global troubles have arisen that the political and business leaders at the World Economic Forum in Switzerland have adopted a buzzword to capture the moment.,2023-01-17T13:20:17+0000,https://www.nytimes.com/2023/01/17/business/dealbook/davos-world-economic-forum-polycrisis.html
202,India’s Electric Vehicle Push Is Riding on Mopeds and Rickshaws,"The country’s success with two- and three-wheeled vehicles that sell for as little as $1,000 could be a template for other developing countries.",2022-09-04T07:00:14+0000,https://www.nytimes.com/2022/09/04/business/energy-environment/india-electric-vehicles-moped-rickshaw.html
203,How Big Was the Big Game?,"An overtime classic, featuring appearances by Usher and Taylor Swift, could make this year’s Super Bowl a hugely profitable money-maker for the N.F.L.",2024-02-12T13:10:22+0000,https://www.nytimes.com/2024/02/12/business/dealbook/super-bowl-nfl-profit.html
204,Bankman-Fried’s ‘Epic’ Legal Battle,"The disgraced crypto entrepreneur was freed on $250 million bond, but is due back in court in early January on federal fraud charges.",2022-12-23T12:21:34+0000,https://www.nytimes.com/2022/12/23/business/dealbook/sbf-ftx-epic-fraud-lawsuit.html
205,Disney vs. Florida,"A debate over taxes is rapidly unraveling Florida’s long relationship with Disney, with broader implications for corporate America.",2022-04-21T12:07:01+0000,https://www.nytimes.com/2022/04/21/business/dealbook/disney-florida-taxes.html
206,G.M.’s profits fell 3% in the first quarter as chip shortages limited production.,"Revenue for the first three months of the year jumped 11 percent from a year earlier, the automaker reported.",2022-04-26T20:27:15+0000,https://www.nytimes.com/2022/04/26/automobiles/gm-profits-chip-shortage.html
207,U.S. Car Brands Will Benefit Most From Electric Car Tax Breaks,"Rules that take effect on Tuesday will limit the $7,500 credits to electric cars made domestically with minerals from the U.S. or trade allies.",2023-04-17T14:00:08+0000,https://www.nytimes.com/2023/04/17/business/electric-vehicles-tax-credits.html
208,China’s Leading Electric Carmaker Has Arrived in Germany,BYD is a powerhouse in China and sells the most electric vehicles of any company in the world. Now it has a plan to attract buyers in Europe’s largest economy.,2023-02-21T16:53:41+0000,https://www.nytimes.com/2023/02/21/world/europe/byd-germany-electric-cars.html
209,The Week in Business: Slowing Job Growth,"Sam Bankman-Fried, the disgraced cryptocurrency executive, pleads not guilty to an array of charges. A bumpy road ahead for Tesla. And the latest inflation figures are coming out.",2023-01-08T12:00:06+0000,https://www.nytimes.com/2023/01/08/business/the-week-in-business-jobs.html
210,"Stocks drop 2.8%, led lower by tech, as April’s slump continues.","Big technology companies are set to report earnings starting Tuesday. The S&P 500 has dropped nearly 8 percent this month, its worst monthly showing since March 2020.",2022-04-26T16:12:44+0000,https://www.nytimes.com/2022/04/26/business/stock-market-today.html
211,Here’s what the takeover could mean.,Twitter’s board is considering Elon Musk’s offer. Here are the possible next steps.,2022-04-15T11:07:04+0000,https://www.nytimes.com/2022/04/15/business/heres-what-the-takeover-could-mean.html
212,Investor Losses From FTX’s Implosion Are Growing,"The crypto exchange’s collapse is stoking fears of contagion across the industry. Meanwhile, FTX’s founder, Sam Bankman-Fried, is still speaking out.",2022-11-17T13:32:18+0000,https://www.nytimes.com/2022/11/17/business/ftx-crypto-contagion-sbf.html
213,Decision Day for the E.C.B.,And a SoftBank-backed start up that wants to save your 401(k).,2022-07-21T12:07:08+0000,https://www.nytimes.com/2022/07/21/business/dealbook/ecb-european-central-bank-interest-rates-401k.html
214,What the Banks Stock Rally Says About Wall Street,"A strong batch of earnings have propelled bank stocks in recent days, but investors remain more cautious on the outlook of Goldman Sachs and Morgan Stanley.",2022-10-19T11:59:10+0000,https://www.nytimes.com/2022/10/19/business/dealbook/banks-stock-rally-wall-street-goldman-sachs-morgan-stanley.html
215,Is Elon Musk Backing Away from Twitter?,Some early morning tweets fed into speculation that he could back out of the deal.,2022-05-13T13:59:30+0000,https://www.nytimes.com/2022/05/13/business/dealbook/elon-musk-twitter.html
216,The Elusive Politics of Elon Musk,"The billionaire in pursuit of Twitter has often been described as a libertarian, but he has not shrunk from government help when it has been good for business.",2022-04-16T23:28:15+0000,https://www.nytimes.com/2022/04/16/business/elon-musk-politics-twitter.html
217,‘It’s a Way of Life’: Women Make Their Mark in the Ukrainian Army,"As Ukraine struggles against Russian assaults and its losses mount, there has been a surge of women enlisting, and they are increasingly volunteering for combat roles.",2024-03-10T05:01:33+0000,https://www.nytimes.com/2024/03/10/world/europe/ukraine-women-soldiers-army.html
218,The Week in Business: More Strong Job Gains,The Federal Reserve approved its biggest rate increase since 2000. Investors joined Elon Musk’s deal to buy Twitter. Another inflation indicator comes out this week.,2022-05-08T11:00:08+0000,https://www.nytimes.com/2022/05/08/business/job-gains-musk-stocks.html
219,Energy Dept. Will Lend $2 Billion to a Battery Component Maker,The loan will help accelerate Redwood Materials’ plans to produce components for electric car batteries from new and recycled sources.,2023-02-09T21:43:03+0000,https://www.nytimes.com/2023/02/09/business/redwood-materials-energy-department-loan.html
220,White House Condemns Elon Musk for Spreading ‘Antisemitic and Racist Hate’,The tech entrepreneur had endorsed a social media post that echoed the conspiracy theory that had fueled the Tree of Life synagogue killer in 2018.,2023-11-17T19:14:29+0000,https://www.nytimes.com/2023/11/17/us/politics/elon-musk-antisemitism-white-house.html
221,The Tech That Will Invade Our Lives in 2023,"Say hello to new-and-improved A.I. assistants, and move over to brands like Twitter and Tesla.",2022-12-29T08:00:11+0000,https://www.nytimes.com/2022/12/29/technology/personaltech/new-tech-2023-ai-chat-vr.html
222,A Big Breakup at the Federal Trade Commission,A second Republican commissioner has resigned as the agency gears up for a big showdown on noncompete agreements and the Microsoft-Activision merger.,2023-02-15T12:39:06+0000,https://www.nytimes.com/2023/02/15/business/dealbook/lina-khan-federal-trade-commission-wilson-resignation.html
223,"Elon Musk tells Twitter’s employees he wants the service to ‘contribute to a better, long-lasting civilization.’","Mr. Musk answered questions from Twitter’s 8,000 workers for the first time in a virtual meeting on Thursday.",2022-06-16T18:08:33+0000,https://www.nytimes.com/2022/06/16/technology/elon-musk-twitter-employees-meeting.html
224,G.M. Unit’s Self-Driving Taxis Are Subject of U.S. Safety Investigation,"The National Highway Traffic Safety Administration is looking into unexpected braking by cars operated by Cruise, a part of General Motors.",2022-12-16T17:54:34+0000,https://www.nytimes.com/2022/12/16/business/gm-cruise-self-driving-cars-investigation.html
225,U.S. Auto Sales Point to Continued Demand,General Motors reported a 24 percent increase in U.S. sales in the third quarter. Several other carmakers also posted gains.,2022-10-03T14:41:05+0000,https://www.nytimes.com/2022/10/03/business/general-motors-auto-sales.html
226,Lockdowns in China Block Truck Shipments and Close Factories,"China’s Covid lockdowns and restrictions are holding up truck drivers who carry crucial components among factories and take products to ports, posing a new disruption to the global supply chain.",2022-04-08T06:19:47+0000,https://www.nytimes.com/2022/04/08/business/china-lockdowns-supply-chain.html
227,"With VMware deal, Broadcom reaches for the cloud","The $61 billion combination is one of the biggest of the year, and may signal more tech deals to come.",2022-05-26T12:27:03+0000,https://www.nytimes.com/2022/05/26/business/dealbook/broadcom-wmware.html
228,Ford increases its battery supply to meet its electric-vehicle goals.,"The automaker said it had reached deals to acquire more battery packs in its push to produce 600,000 electric vehicles a year by the end of 2023.",2022-07-21T12:47:51+0000,https://www.nytimes.com/2022/07/21/business/ford-electric-vehicle-battery-china.html
229,"As U.S. and Chinese Officials Meet, Businesses Temper Their Hopes",Chief executives in the U.S. have long pushed for closer ties between the two countries. Now they just hope a rocky situation won’t get worse.,2023-06-17T09:00:36+0000,https://www.nytimes.com/2023/06/17/business/economy/china-united-states-business.html
230,Electric Vehicles Could Match Gasoline Cars on Price This Year,"Competition, government incentives and falling raw material prices are making battery-powered cars more affordable sooner than expected.",2023-02-10T16:59:41+0000,https://www.nytimes.com/2023/02/10/business/electric-vehicles-price-cost.html
231,Will China Move on Taiwan?,An escalation from Beijing would have far-reaching economic consequences.,2022-07-26T12:57:50+0000,https://www.nytimes.com/2022/07/26/business/dealbook/chinese-aggression-taiwan.html
232,A Frustrating Hassle Holding Electric Cars Back: Broken Chargers,Owners of battery-powered cars sometimes struggle to refuel on longer trips because public chargers don’t work or malfunction while cars are plugged in.,2022-08-16T07:00:08+0000,https://www.nytimes.com/2022/08/16/business/energy-environment/electric-vehicles-broken-chargers.html
233,"In a Future Filled With Electric Cars, AM Radio May Be Left Behind","Carmakers say electromagnetic interference causes static and noise on AM transmissions, annoying customers. Broadcasters say they could lose a connection to their core listeners, who rely on the radio for emergencies.",2022-12-10T13:00:08+0000,https://www.nytimes.com/2022/12/10/business/media/am-radio-cars.html
234,The Week in Business: A Chatbot Yearns for Existence,"The nation’s growing budget deficit. Inflation is cooling, but not as quickly as expected. And the Fed will offer insights into its thinking.",2023-02-19T12:00:05+0000,https://www.nytimes.com/2023/02/19/business/the-week-in-business-ai-chatbot-microsoft.html
235,"For Electric Vehicle Makers, Winners and Losers in Climate Bill","Carmakers may need several years to revamp their supply chains to meet new rules, but the legislation is still seen as a win for electric vehicles.",2022-08-12T09:00:26+0000,https://www.nytimes.com/2022/08/12/business/climate-bill-electric-vehicles.html
236,G.M. Will Add Backup Power Function to Its Electric Vehicles,"As extreme weather events lead to more power outages, the carmaker said it would equip all its electric vehicles to act as sources of emergency power.",2023-08-08T13:00:17+0000,https://www.nytimes.com/2023/08/08/business/energy-environment/gm-backup-electric-power.html
237,The S.E.C. broadens its inquiry into Elon Musk’s disclosures about Twitter.,The agency questioned whether a tweet Mr. Musk sent in May about the acquisition of Twitter should have been disclosed to the agency and investors.,2022-07-14T15:17:45+0000,https://www.nytimes.com/2022/07/14/technology/twitter-elon-musk-sec.html
238,The Plan to Get Rupert Murdoch to Pay Up,An owner of Dominion Voting Systems spoke about the company’s strategy that led Fox to agree to a $787.5 million defamation settlement.,2023-04-19T12:26:00+0000,https://www.nytimes.com/2023/04/19/business/dealbook/dominion-murdoch-fox-settlement.html
239,Why Buying an Electric Car Just Became More Complicated,"The new climate, tax and health law signed by President Biden extends a credit for electric vehicle buyers. But there are new strings attached that kick in at different times.",2022-08-18T09:00:17+0000,https://www.nytimes.com/2022/08/18/business/electric-vehicle-tax-credits.html
240,Wall Street Fears the Fed Could Cause ‘Some Damage’,The Federal Reserve’s commitment to vanquish inflation is continuing to add volatility to the stock market.,2022-12-15T12:57:43+0000,https://www.nytimes.com/2022/12/15/business/dealbook/fed-interest-rates-recession.html
241,"Father Deliberately Drove Car Off Cliff, Authorities Say After Dramatic Rescue","Dharmesh A. Patel was arrested on suspicion of attempted murder and child abuse after his Tesla careened off a treacherous cliff in Northern California with him, his wife and two children inside, the authorities said.",2023-01-04T00:12:06+0000,https://www.nytimes.com/2023/01/03/business/devils-slide-cliff-car-california.html
242,Lucid Steps Up Production as Supply Chain Problems Ease,"The maker of electric luxury sedans said it made more than 7,000 cars in 2022, achieving a scaled-down target.",2023-02-22T22:56:29+0000,https://www.nytimes.com/2023/02/22/business/lucid-electric-cars-earnings.html
243,Biden’s TikTok Problem,A BuzzFeed report raises questions about Biden’s approach to TikTok and Chinese deal-making.,2022-06-21T12:11:58+0000,https://www.nytimes.com/2022/06/21/business/dealbook/biden-tiktok-china.html
244,"Herbert Diess, Volkswagen’s C.E.O., is stepping down.","Mr. Diess, who had vowed to rebuild the company after the diesel emissions scandal, led its move into electric cars.",2022-07-22T16:52:18+0000,https://www.nytimes.com/2022/07/22/business/herbert-diess-volkswagen-ceo.html
245,Advanced E.V. Batteries Move From Labs to Mass Production,"Makers of batteries that could charge in a few minutes are setting up assembly lines, bringing the technology a big step closer to auto showrooms.",2022-07-12T09:00:28+0000,https://www.nytimes.com/2022/07/12/business/electric-vehicle-batteries.html
246,Electric Vehicles Start to Enter the Car-Buying Mainstream,"While sales are still skewed toward affluent buyers, more people are choosing electric vehicles to save money.",2022-11-13T10:00:14+0000,https://www.nytimes.com/2022/11/13/business/electric-vehicles-buyers-mainstream.html
247,How Elon Musk Became a Geopolitical Chaos Agent,The world’s richest man has inserted himself in some of the world’s most combustible conflicts.,2022-10-26T09:00:34+0000,https://www.nytimes.com/2022/10/26/technology/elon-musk-geopolitics-china-ukraine.html
248,The Week in Business: Creeping Layoffs,Data shows that the U.S. economy has been largely resilient. The Fed may slow its rate increases. And the jobs report is expected to show solid gains.,2023-01-29T12:00:05+0000,https://www.nytimes.com/2023/01/29/business/the-week-in-business-creeping-layoffs.html
249,Musk’s Ties to China Could Create Headaches for Twitter,"Elon Musk has invested heavily in China, where officials are willing to influence or punish companies that cross political red lines.",2022-04-29T09:00:25+0000,https://www.nytimes.com/2022/04/29/technology/elon-musk-china-tesla.html
250,"Dissecting Elon Musk’s Tweets: Memes, Rants, Private Parts and an Echo Chamber","As he fights for free speech online and promotes his companies, the new owner of Twitter spends a lot of time replying to his fans.",2023-02-01T01:11:54+0000,https://www.nytimes.com/interactive/2023/01/31/technology/elon-musk-tweets.html
251,Another subpoena blitz in Twitter vs. Musk.,"Elon Musk subpoenaed the banks advising Twitter in its deal, and Twitter sent subpoenas to several people close to Mr. Musk.",2022-08-04T14:10:11+0000,https://www.nytimes.com/2022/08/04/business/elon-musk-twitter-subpoena.html
252,The Other Side of Soaring Employment Numbers,"The latest data on jobs and wages are positive on the surface, but a large group of voters are still downbeat about the state of the economy.",2024-02-05T13:02:48+0000,https://www.nytimes.com/2024/02/05/business/dealbook/jobs-report-biden-trump-economy.html
253,Koch Industries’ Bet on Batteries,The company is plugging $30 million into a start-up co-founded by one of Silicon Valley’s favorite scientists.,2022-04-06T12:35:18+0000,https://www.nytimes.com/2022/04/06/business/dealbook/koch-desimone-blue-current-batteries.html
254,The Week in Business: More Air Travel Chaos,Consumer prices continue to cool down. Goldman Sachs began one of its largest rounds of layoffs since the 2008 financial crisis. And Elon Musk is to go to trial over a 2018 tweet about Tesla.,2023-01-15T12:00:06+0000,https://www.nytimes.com/2023/01/15/business/the-week-in-business-airlines-faa-travel-disruptions.html
255,Twitter’s earnings falter as it fights with Elon Musk.,The social media company swung to a loss in the second quarter and cited “uncertainty” over its pending takeover by the billionaire Tesla chief executive as a factor.,2022-07-22T12:27:28+0000,https://www.nytimes.com/2022/07/22/technology/twitter-earnings.html
256,The Next Big Thing in Streaming,"As subscriber growth slows, Netflix and others show less resistance to introducing ads.",2022-04-19T12:27:27+0000,https://www.nytimes.com/2022/04/19/business/dealbook/netflix-streaming-ads.html
257,"Disclosure issues could complicate Musk’s Twitter bid, legal experts say.",A lawsuit contends that investors who sold shares late last month may have lost out on potential gains.,2022-04-14T14:35:08+0000,https://www.nytimes.com/2022/04/14/business/twitter-lawsuit-elon-musk.html
258,"Elon Musk Ramps Up A.I. Efforts, Even as He Warns of Dangers","The billionaire plans to compete with OpenAI, the ChatGPT developer he helped found, while calling out the potential harms of artificial intelligence.",2023-04-27T09:00:23+0000,https://www.nytimes.com/2023/04/27/technology/elon-musk-ai-openai.html
259,Ford Reports Quarterly Loss but Says Sales Grew,Ford Motor attributed the loss in the fourth quarter to charges related to pension plans and a restructuring of overseas operations.,2024-02-06T21:53:42+0000,https://www.nytimes.com/2024/02/06/business/economy/ford-fourth-quarter-earnings.html
260,Mary Barra’s ‘Long Game’: Winning the E.V. Race,"The General Motors chief says efficiencies, innovations and learning from mistakes will allow her company to become a leader in electric vehicles.",2022-05-12T09:00:23+0000,https://www.nytimes.com/2022/05/12/business/general-motors-mary-barra-electric-cars.html
261,Apple Kills Its Electric Car Project,"The car, which Apple spent billions of dollars researching, had been intended as a rival to Tesla’s E.V.s, which include autonomous driving features.",2024-02-27T20:47:02+0000,https://www.nytimes.com/2024/02/27/technology/apple-ends-electric-car-plan.html
262,Rivian Lost $6.8 Billion Last Year as Production Fell Short,The maker of electric trucks said it expected to double production in 2023 as the supply of parts became more reliable.,2023-02-28T22:00:32+0000,https://www.nytimes.com/2023/02/28/business/rivian-fourth-quarter-earnings.html
263,"For China’s Auto Market, Electric Isn’t the Future. It’s the Present.","More electric cars will be sold in the country this year than in the rest of the world combined, as its domestic market accelerates ahead of the global competition.",2022-09-26T09:00:24+0000,https://www.nytimes.com/2022/09/26/business/china-electric-vehicles.html
264,Twitter Grapples With an Elon Musk Problem,"Mr. Musk, Twitter’s biggest shareholder, is free to buy more stock in the company and could use the platform against itself. Some employees are dismayed.",2022-04-11T21:29:45+0000,https://www.nytimes.com/2022/04/11/technology/twitter-elon-musk-problem.html
265,Value Stocks? Growth Stocks? Markets Last Year Turned Everything Topsy-Turvy.,"With the exception of Apple, eight tech giants are no longer “pure growth” stocks, while Exxon and Chevron are, a new study says. Our columnist says: Buyer, beware.",2023-02-03T14:00:09+0000,https://www.nytimes.com/2023/02/03/business/value-growth-stocks.html
266,Elon Musk Fuels Record C.E.O. Paydays,A risky compensation plan at Tesla paid off and laid the groundwork that has pushed other executives’ compensation sky high.,2022-06-27T13:27:50+0000,https://www.nytimes.com/2022/06/27/business/dealbook/elon-musk-tesla-ceo-pay.html
267,Investors Await a Momentous Inflation Report,Tuesday’s Consumer Price Index data could hold big clues about the Federal Reserve’s future policy moves.,2023-02-14T12:44:54+0000,https://www.nytimes.com/2023/02/14/business/dealbook/investors-cpi-inflation-report-stocks.html
268,Truck Makers Team Up to Push for Electric Vehicle Chargers,"Daimler, Navistar and Volvo have been criticized for not selling many electric heavy trucks, but the companies say the country first needs many more chargers.",2024-01-30T10:02:04+0000,https://www.nytimes.com/2024/01/30/business/electric-vehicles-trucks.html
269,"Donald Trump, Seeking Cash Infusion, Meets With Elon Musk","It’s not clear whether Mr. Musk will spend any of his billions on the former president’s behalf. If he does, he could erase Mr. Trump’s financial disadvantage in the 2024 race.",2024-03-06T00:19:52+0000,https://www.nytimes.com/2024/03/05/us/politics/trump-elon-musk.html
270,Falling Lithium Prices Are Making Electric Cars More Affordable,"An unexpected decline in the price of an essential battery material, along with those of other commodities, is good news for buyers. But experts disagree on how long low prices will last.",2023-03-20T09:00:24+0000,https://www.nytimes.com/2023/03/20/business/lithium-prices-falling-electric-vehicles.html
271,"Twitter, Once a Threat to Titans, Now Belongs to One","A decade ago, the social media platform was a tool for rebels and those challenging authority. But over time, the powerful learned how to use it for their own goals.",2022-10-29T09:00:14+0000,https://www.nytimes.com/2022/10/29/technology/musk-twitter-legacy.html
272,Markets Slip in First Session of the Year,Analysts are more cautious about 2023 after their overly optimistic forecasts for last year.,2023-01-03T14:36:47+0000,https://www.nytimes.com/2023/01/03/business/stocks-markets-first-day-2023.html
273,This Week in Business: A Jobs Recovery,"The U.S., followed by 31 other countries, announced the release of oil from their reserves to battle high gas prices. And workers at an Amazon warehouse vote to unionize.",2022-04-03T11:00:07+0000,https://www.nytimes.com/2022/04/03/business/this-week-in-business-jobs-recovery.html
274,Ford Halts Production of Electric Pickup Over Battery Issue,The automaker cited a potential problem with the battery pack of the F-150 Lightning but said it was unaware of any incidents “in the field.”,2023-02-14T22:07:48+0000,https://www.nytimes.com/2023/02/14/business/ford-f150-lightning-battery.html
275,What Is Delaware’s Court of Chancery and Its Role in Elon Musk’s Twitter Deal?,"Twitter has sued Mr. Musk to force a sale of the company, and the case will be determined by a 230-year-old court in Delaware.",2022-07-11T19:39:48+0000,https://www.nytimes.com/article/musk-twitter-delaware-court-chancery.html
276,Elon Musk’s deal for Twitter includes a $1 billion breakup fee.,Twitter would have to pay if it signed a deal with another suitor. Mr. Musk would have to pay if his financing falls apart.,2022-04-26T22:24:00+0000,https://www.nytimes.com/2022/04/26/technology/twitter-musk-breakup-fee.html
277,Elon Musk Suggests Buying Twitter at His Original Price,The billionaire’s surprise move came months after he tried to back out of a $44 billion deal to acquire the company.,2022-10-04T16:41:03+0000,https://www.nytimes.com/2022/10/04/technology/elon-musk-twitter-deal.html
278,"Elon Musk has brought in new investors to fund his Twitter deal, a filing shows.",The filing lists a number of investment firms and other backers who will contribute $7 billion to the deal.,2022-05-05T11:43:55+0000,https://www.nytimes.com/2022/05/05/business/elon-musk-twitter-investors.html
279,Icons of Italian Automotive Style Struggle to Go Electric,Ferrari and Lamborghini are trying to design battery-powered cars that inspire the same devotion as their costly internal combustion models.,2022-06-27T09:00:27+0000,https://www.nytimes.com/2022/06/27/business/ferrari-lamborghini-electric.html
